,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
527,32,No,Travel_Rarely,929,Sales,10,3,Marketing,,722,,,,3,2,Sales Executive,4,Single,5396,,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
528,50,Yes,Travel_Frequently,562,,8,2,Technical Degree,1,723,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,,Yes,14,3,1,80,1,18,4,3,,3,1,3
529,38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,,724,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,,Y,,13,3,,80,0,,4,,9,,1,8
530,27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,,68,,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,,3,4,80,0,9,,,9,7,0,7
531,32,No,Travel_Rarely,,,,2,Life Sciences,,,3,,39,3,3,Research Director,4,Single,11159,19373,3,Y,No,15,3,4,80,,10,6,,7,7,7,7
532,,No,Travel_Rarely,703,,14,4,Marketing,1,,4,Male,,3,2,Sales Executive,1,Single,4960,11825,2,,,,3,4,80,0,20,2,3,7,7,,
533,40,No,Travel_Frequently,580,Sales,,4,Life Sciences,,,4,Male,48,,3,Sales Executive,1,,10475,23772,5,,Yes,21,,3,80,1,20,2,3,18,13,1,12
534,53,No,,,Research & Development,,3,Life Sciences,1,730,3,,59,4,4,Research Director,,Married,14814,13514,3,Y,No,,3,3,80,0,32,3,,5,1,,3
535,41,No,Travel_Rarely,,,,4,Human Resources,1,731,2,Male,73,2,5,Manager,4,Divorced,,8861,3,Y,No,15,3,2,80,,,2,,21,,12,6
536,60,No,,1179,Sales,16,4,Marketing,1,,1,Male,84,3,2,Sales Executive,,,5405,11924,8,Y,No,,3,4,,0,10,1,3,2,2,2,2
537,27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,,733,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,,1,,No,21,4,,80,2,9,,2,,7,1,7
538,41,No,Travel_Rarely,314,Human Resources,1,,Human Resources,1,,4,Male,59,2,5,Manager,3,Married,19189,19562,,Y,No,12,,2,80,1,22,3,3,22,7,,10
539,50,No,,316,Sales,8,4,Marketing,1,738,4,Male,54,,1,Sales Representative,2,,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,,,2,2
540,,Yes,Travel_Rarely,654,Research & Development,1,,,1,741,1,Female,,1,,Research Scientist,2,Single,2216,3872,7,Y,Yes,,3,,,0,,4,3,7,7,3,
541,36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,,742,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,,No,14,3,1,80,1,,2,3,,7,0,
542,38,No,Travel_Rarely,168,Research & Development,,3,Life Sciences,,,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Y,Yes,,3,4,80,0,10,4,4,1,0,0,0
543,44,No,,381,Research & Development,24,3,Medical,,744,1,,49,1,,Laboratory Technician,,,3708,2104,,Y,No,14,3,3,80,0,9,5,3,,2,1,4
544,47,No,Travel_Frequently,217,Sales,3,,Medical,,,4,Female,,3,4,Sales Executive,,Divorced,13770,10225,9,Y,Yes,12,3,4,80,,28,2,,22,,11,13
545,30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,,,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
546,29,No,Travel_Rarely,1396,Sales,10,,Life Sciences,,749,3,,99,3,,,,Single,2642,2755,1,Y,No,11,3,,80,0,1,,3,1,0,0,
547,42,Yes,Travel_Frequently,933,,19,3,Medical,1,,3,,57,,1,Research Scientist,3,Divorced,,20366,,Y,Yes,12,3,4,80,0,7,2,3,,,,
548,43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,4,Male,47,2,2,,,Married,6804,,3,Y,No,18,3,,80,1,7,5,3,,,2,2
549,34,No,,970,Research & Development,8,2,Medical,1,757,2,Female,96,3,2,,3,Single,,7360,3,Y,No,,3,,,0,,2,3,,,4,3
550,,No,,650,Research & Development,9,1,Medical,1,758,,Male,37,3,1,Laboratory Technician,1,Married,,4344,1,,No,14,3,4,80,1,5,,4,4,3,0,2
551,39,No,Travel_Rarely,141,,3,3,Human Resources,1,760,,Female,44,4,2,Human Resources,,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,,,3,6
552,56,No,Travel_Rarely,832,Research & Development,,3,Medical,1,762,,Male,,3,4,Healthcare Representative,,,11103,,7,Y,,11,,3,80,0,30,1,2,,7,1,1
553,40,No,,,,,1,Medical,1,763,4,,,2,1,Research Scientist,4,Single,2342,22929,0,Y,Yes,20,4,,80,,5,2,,4,2,2,3
554,27,No,Travel_Rarely,975,Research & Development,7,3,,1,764,,Female,55,2,2,,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
555,29,No,,,,10,,Marketing,1,,4,Male,,3,1,Sales Representative,2,,2297,17967,1,,No,14,3,4,80,2,2,2,,2,2,2,
556,53,No,Travel_Rarely,346,Research & Development,,3,Life Sciences,1,,4,Male,86,3,2,Laboratory Technician,4,,,,,Y,No,17,3,4,80,,,4,3,2,2,2,2
557,35,No,,,,,,Life Sciences,1,771,4,Female,61,3,2,Healthcare Representative,1,Divorced,,,2,Y,No,11,,1,80,1,,,,1,0,0,0
558,32,No,,430,Research & Development,24,4,Life Sciences,1,,1,,80,3,,,,Married,5309,21146,1,Y,No,15,,,80,2,10,2,3,10,8,,7
559,38,No,Travel_Rarely,,Research & Development,,,Medical,,773,4,Male,92,,1,Research Scientist,3,,3057,,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
560,34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,2,Female,32,3,2,Manufacturing Director,1,,5121,4187,,Y,No,14,3,3,80,1,7,3,3,0,0,0,
561,52,No,Travel_Rarely,621,Sales,,4,Marketing,1,776,3,Male,,2,4,,1,Married,,10084,1,,No,,3,1,80,0,34,,4,34,6,1,16
562,,Yes,,527,Research & Development,1,4,Other,1,780,,Male,63,3,,Research Scientist,4,,2686,5207,1,Y,Yes,13,3,3,,0,10,2,,10,9,7,8
563,25,No,Travel_Rarely,883,Sales,,1,Medical,1,781,3,,32,3,,Sales Executive,4,Single,6180,22807,1,Y,No,23,4,2,80,,6,,2,6,5,,4
564,,No,Travel_Rarely,954,Sales,,2,Technical Degree,1,783,,Male,46,,2,Sales Representative,3,Single,6632,12388,,Y,No,,3,,80,0,9,3,3,8,,3,
565,,No,Travel_Rarely,,Research & Development,10,1,Medical,1,784,1,Male,79,4,1,Research Scientist,3,Single,3505,,1,Y,No,18,3,4,,0,2,,,,2,0,2
566,47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,,785,2,Female,77,4,,Sales Executive,3,Single,6397,10339,4,Y,Yes,12,3,4,,0,8,,,5,4,1,3
567,34,No,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,60,3,2,,4,Single,6274,18686,1,Y,,22,,3,,0,6,5,,6,,,
568,55,Yes,,725,Research & Development,2,3,,,787,4,Male,,3,5,Manager,1,Married,19859,21199,,,,13,3,4,80,1,,2,3,,2,1,4
569,36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,,Y,No,15,,2,80,0,10,1,3,10,7,0,9
570,52,No,Non-Travel,715,Research & Development,,4,,1,,4,Male,41,3,,Research Scientist,4,Married,4258,,,Y,No,18,,,80,1,5,3,3,4,3,,2
571,26,No,Travel_Frequently,,Research & Development,1,2,Life Sciences,1,792,1,Female,71,1,,Laboratory Technician,4,Divorced,4364,5288,3,Y,,14,,,80,1,5,2,3,2,2,2,
572,29,No,Travel_Rarely,657,,27,3,Medical,1,793,,Female,66,,2,Healthcare Representative,3,Married,,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
573,,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,,4,Male,38,2,2,Sales Executive,1,Single,,3064,,Y,,17,3,3,80,0,6,,2,,3,1,2
574,34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,,2,Female,,4,,Research Scientist,4,,3280,13551,2,Y,No,,3,3,80,0,10,,3,,2,1,
575,54,No,Travel_Rarely,,Research & Development,19,4,Medical,,799,4,Female,95,3,2,,1,Divorced,5485,22670,9,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
576,,No,Travel_Frequently,829,,,1,,1,800,,Male,,3,2,Sales Executive,,Married,4342,24008,0,Y,No,,3,2,,1,5,3,,4,2,1,
577,37,No,Travel_Rarely,,,10,1,Life Sciences,1,802,,Female,82,3,1,Research Scientist,1,Divorced,2782,,0,,Yes,,3,2,80,,,3,2,5,3,4,3
578,38,No,Travel_Frequently,240,Research & Development,,4,Life Sciences,,803,1,Female,,4,2,Manufacturing Director,,Single,5980,26085,6,Y,Yes,12,3,4,80,0,17,2,3,,,4,12
579,34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,86,2,,Research Scientist,1,Single,,7530,1,Y,No,11,3,,80,0,6,3,3,6,5,1,3
580,35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,,805,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,,No,16,3,2,80,,3,1,2,3,2,0,2
581,,No,Travel_Rarely,921,,1,3,Life Sciences,1,806,,Male,38,1,1,,3,Married,,,3,Y,No,21,,,80,,7,2,3,2,2,0,2
582,40,No,Travel_Frequently,,,2,2,Medical,,807,3,Female,38,4,2,Healthcare Representative,,,4244,9931,,Y,No,24,4,4,,1,8,2,3,,7,,7
583,34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808,3,,,,2,Sales Executive,1,Married,6500,13305,5,Y,No,17,3,2,80,1,6,1,3,3,2,,
584,,No,Travel_Frequently,570,Research & Development,,3,Life Sciences,1,809,2,,66,3,5,,4,Divorced,18430,16225,1,,No,13,3,,,1,24,4,2,24,7,,
585,23,Yes,Travel_Rarely,1243,Research & Development,,,Life Sciences,1,811,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Y,,21,,3,80,2,,2,3,0,0,0,0
586,24,No,Non-Travel,1092,Research & Development,,,,1,812,3,Male,,2,,Laboratory Technician,2,,2694,,1,Y,No,,3,,80,3,1,,3,1,0,0,0
587,52,No,Travel_Rarely,1325,Research & Development,,4,,1,813,4,Female,82,,,Laboratory Technician,3,Married,3149,21821,8,,No,20,4,2,80,1,9,3,3,,2,1,4
588,50,No,,691,Research & Development,,3,Medical,1,,3,Male,64,3,4,Research Director,,Married,17639,6881,5,Y,No,16,3,4,80,,30,,3,4,,0,3
589,29,Yes,,,,1,2,Life Sciences,1,,2,Female,36,,1,Laboratory Technician,1,Married,2319,6689,1,Y,Yes,11,3,4,80,,1,1,3,1,0,,0
590,33,No,Travel_Rarely,213,Research & Development,7,,Medical,1,817,3,Male,,3,3,Research Director,,Married,11691,25995,0,Y,No,11,,4,80,0,14,3,4,13,9,3,7
591,33,Yes,,118,Sales,16,3,Marketing,1,819,,Female,69,3,2,Sales Executive,,Single,,26507,5,Y,No,,,,80,0,6,3,3,3,,0,2
592,47,No,,,Research & Development,,,Other,1,820,3,Female,33,3,4,Manager,,Married,16752,,1,Y,Yes,11,3,3,,1,26,3,2,26,14,3,
593,36,No,Travel_Rarely,676,Research & Development,1,3,,1,823,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,Y,No,15,3,,80,1,10,2,3,9,7,0,
594,29,No,Travel_Rarely,1252,Research & Development,23,,Life Sciences,1,824,3,Male,81,4,,Research Scientist,3,Married,2700,23779,1,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
595,58,Yes,Travel_Rarely,286,,2,4,Life Sciences,1,825,4,,31,3,5,Research Director,2,Single,19246,25761,,Y,,12,3,4,80,0,40,2,3,31,15,13,
596,35,No,Travel_Rarely,,Research & Development,,4,,1,826,,Female,,4,1,Research Scientist,,,,13301,,Y,No,13,3,3,80,0,7,0,3,,2,2,2
597,42,No,,932,,1,2,Life Sciences,1,827,,Female,43,2,2,Manufacturing Director,,Married,6062,4051,9,Y,,,3,,80,1,8,,,,3,,2
598,28,Yes,,890,Research & Development,2,4,Medical,1,828,,,46,3,1,Research Scientist,3,Single,4382,16374,6,Y,No,17,3,4,80,0,5,3,2,2,,2,
599,36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829,3,Male,36,3,1,,,,2143,25527,4,Y,,13,,2,80,1,8,2,3,5,,,4
600,32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,,3,Female,98,2,2,,3,Married,6162,19124,1,Y,No,12,3,3,80,1,14,3,3,14,13,6,8
601,40,No,,,Research & Development,16,,Medical,1,,1,,51,2,2,,,Single,5094,11983,6,Y,No,14,,4,,0,10,6,3,,0,0,0
602,30,No,Travel_Rarely,946,Research & Development,2,3,,1,,3,Female,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Y,,24,,,80,,12,4,2,0,0,0,0
603,45,No,,,Research & Development,2,3,Life Sciences,1,,2,Female,,2,1,Research Scientist,3,Single,2274,6153,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
604,42,No,,933,Research & Development,29,3,Life Sciences,1,836,,Male,98,3,,Manufacturing Director,,Married,4434,,1,Y,No,13,3,4,80,1,10,3,2,9,8,7,8
605,38,No,Travel_Frequently,471,Research & Development,12,3,,,837,,,45,2,2,Healthcare Representative,1,Divorced,6288,4284,,Y,No,15,3,,80,1,13,3,2,4,3,1,2
606,34,No,Travel_Frequently,702,Research & Development,16,4,,1,838,,Female,100,2,1,Research Scientist,4,Single,2553,8306,,,No,,3,3,80,0,6,3,3,5,,,3
607,49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840,3,Female,43,3,,Sales Executive,4,Married,7654,,,Y,No,18,3,1,80,2,,3,4,9,8,7,7
608,55,Yes,Travel_Rarely,436,Sales,,1,Medical,1,842,3,,37,3,2,Sales Executive,4,Single,5160,,,Y,,16,3,3,80,0,12,3,2,9,7,7,3
609,43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843,2,,94,,4,Research Director,1,,17159,,6,,,,4,3,80,1,22,3,,4,1,1,0
610,,No,,269,,,1,Technical Degree,1,844,3,Male,42,,3,Research Director,4,Divorced,12808,8842,1,Y,Yes,16,3,2,80,,9,3,3,9,8,,
611,35,No,,950,Research & Development,7,3,Other,1,845,3,Male,,3,3,Manufacturing Director,,Single,10221,,3,Y,No,,4,2,,0,17,,,8,,1,6
612,,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846,2,Female,81,3,2,Sales Executive,2,Married,,,1,Y,Yes,20,,1,80,0,8,2,3,8,7,7,5
613,,No,Travel_Rarely,829,Human Resources,3,,Human Resources,,847,3,Male,88,3,1,Human Resources,4,Married,3737,,0,Y,No,19,3,3,80,,4,,1,3,2,0,2
614,26,Yes,,887,Research & Development,5,2,,1,848,3,Female,,2,,Research Scientist,3,,2366,20898,1,,Yes,14,3,,80,1,8,2,3,8,7,,7
615,27,No,Non-Travel,443,,3,3,Medical,1,850,4,Male,50,,,Research Scientist,4,Married,,16571,1,Y,No,11,3,3,80,3,0,,2,0,0,,0
616,51,No,Travel_Rarely,1318,,26,4,Marketing,1,851,1,,66,3,,Manager,3,,16307,5594,2,Y,No,14,3,,80,1,29,2,,,,4,17
617,44,No,Travel_Rarely,625,Research & Development,,,,,852,,Male,50,3,,,2,,5933,5197,9,,No,12,3,4,80,0,10,2,2,5,2,2,
618,25,No,Travel_Rarely,180,,2,1,Medical,,854,1,Male,65,4,,Research Scientist,1,,3424,21632,,Y,No,13,3,3,,0,6,3,,4,3,0,
619,33,No,Travel_Rarely,586,Sales,1,3,Medical,1,855,1,,48,4,2,Sales Executive,1,Divorced,4037,21816,,Y,,22,4,1,80,,9,5,,,,0,8
620,35,No,Travel_Rarely,1343,,,1,Medical,1,856,,Female,53,2,,Research Scientist,1,Single,2559,17852,,Y,No,11,3,,80,0,6,3,2,,5,,1
621,36,No,Travel_Rarely,,Sales,1,2,,1,,2,Male,56,3,,Sales Executive,4,Married,6201,,1,Y,Yes,14,3,4,80,1,18,1,,,14,,11
622,32,No,Travel_Rarely,117,Sales,,4,Life Sciences,1,859,2,Male,73,3,2,,,Divorced,4403,9250,2,Y,No,11,,3,80,1,8,,,5,,0,
623,,No,Travel_Frequently,1012,Research & Development,5,4,,,861,2,Male,75,2,1,,4,Divorced,3761,2373,9,,No,,,2,80,1,10,3,2,5,4,0,3
624,53,No,Travel_Rarely,661,,7,2,Marketing,1,862,1,Female,,,3,Sales Executive,4,Married,10934,20715,7,,Yes,18,3,4,80,1,35,3,3,,2,,4
625,45,No,,930,Sales,9,3,Marketing,1,,4,Male,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Y,Yes,12,3,3,80,1,18,2,3,5,4,0,
626,,No,,,Research & Development,,2,Medical,1,,3,Female,91,4,2,Research Scientist,,Married,5175,22162,5,Y,,,,3,80,,9,,2,5,3,1,3
627,,No,,890,Research & Development,25,4,Medical,1,867,3,Female,81,2,4,Manufacturing Director,4,Married,13826,19028,3,Y,No,,4,3,80,0,31,,3,,8,,0
628,37,No,Travel_Rarely,,Sales,16,,Marketing,1,868,,Male,66,2,2,Sales Executive,3,,,24558,4,Y,No,19,3,4,80,2,9,,3,1,0,0,0
629,,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869,2,Male,63,,1,Human Resources,4,Divorced,4936,23965,1,Y,No,,3,4,80,1,6,6,3,5,,0,
630,22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,,4,Male,33,2,2,Manufacturing Director,4,,,19146,6,Y,,,4,1,80,2,4,2,1,2,2,2,2
631,44,No,,986,,8,4,Life Sciences,,874,,Male,62,4,1,Laboratory Technician,4,Married,2818,,2,Y,Yes,24,4,3,,,,,2,,2,0,2
632,42,No,Travel_Frequently,1271,Research & Development,,,Medical,1,875,2,Male,35,3,1,Research Scientist,4,Single,,,5,Y,Yes,,3,4,80,0,8,2,,2,1,2,
633,,No,Travel_Rarely,1278,Human Resources,8,,,1,878,1,,,2,1,Human Resources,1,Married,2342,8635,0,Y,No,,4,3,80,,6,3,,5,4,0,3
634,25,No,Travel_Rarely,141,Sales,3,1,Other,1,879,,Male,98,3,2,Sales Executive,1,Married,4194,14363,,Y,Yes,18,3,,80,0,,3,3,5,3,,
635,35,No,Travel_Rarely,607,Research & Development,,,,1,880,4,Female,66,,3,Manufacturing Director,,Married,10685,,1,Y,Yes,20,4,2,80,,17,,3,,14,5,15
636,35,Yes,Travel_Frequently,,Research & Development,25,4,Life Sciences,,881,4,,96,,,Research Scientist,2,,2022,16612,1,Y,,19,3,1,80,1,,3,2,10,2,7,8
637,,No,Non-Travel,300,,,3,Life Sciences,1,882,4,Male,61,,1,Laboratory Technician,4,,2314,9148,0,,No,12,3,2,80,1,,2,3,3,0,0,2
638,25,No,Travel_Rarely,583,Sales,4,,,1,885,3,,87,,2,Sales Executive,1,Married,4256,18154,,Y,,12,3,1,80,0,5,1,4,5,2,,
639,49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887,3,Female,36,3,,Research Scientist,1,Married,3580,10554,2,Y,,16,3,2,,1,,2,3,,,0,2
640,,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888,1,Male,46,,,Laboratory Technician,4,,,10778,0,Y,,17,3,4,80,0,,2,,5,2,3,
641,32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889,,Male,48,3,,Sales Executive,,Married,6524,8891,1,Y,No,14,,4,80,,10,3,3,10,8,5,3
642,38,No,,395,Sales,9,3,Marketing,,893,2,,98,2,1,Sales Representative,,Married,2899,12102,0,Y,No,19,3,4,80,1,3,3,3,2,2,1,2
643,,No,Travel_Rarely,,Research & Development,,3,Life Sciences,,,3,Female,95,4,2,Laboratory Technician,4,Married,,,2,Y,Yes,13,3,2,80,1,,1,2,5,,1,3
644,31,No,Travel_Rarely,1222,Research & Development,,4,,1,895,4,Male,48,3,1,Research Scientist,4,,2356,14871,3,Y,,19,3,2,80,1,8,,3,6,4,0,2
645,29,Yes,,341,Sales,1,3,Medical,1,896,2,Female,48,2,1,Sales Representative,3,Divorced,2800,,6,,Yes,19,3,3,80,3,5,3,,3,2,0,2
646,,No,Travel_Rarely,868,Sales,,3,Marketing,,,,,,3,4,Sales Executive,4,Married,11836,22789,5,,No,,3,3,,,28,,3,2,0,,
647,,No,,,Research & Development,25,3,Technical Degree,1,899,4,Male,78,2,3,Manufacturing Director,2,Married,10903,9129,,Y,No,16,3,1,80,,16,2,3,13,10,4,8
648,37,No,,1231,,21,2,Medical,1,,3,Female,,3,1,Sales Representative,4,Married,2973,,5,Y,No,,3,2,80,,10,3,3,5,,,0
649,53,No,,102,Research & Development,23,4,Life Sciences,1,901,,Female,,,4,Research Director,4,Single,,20206,,Y,No,18,3,3,80,,33,,3,12,,,8
650,43,No,Travel_Frequently,,Research & Development,,3,Life Sciences,1,902,4,Female,33,3,2,Healthcare Representative,4,Married,5562,21782,,,No,13,,,,1,12,,2,5,2,2,2
651,47,No,Travel_Rarely,249,Sales,,2,Marketing,,,3,Female,35,3,2,Sales Executive,4,Married,4537,17783,,,,22,,1,80,1,8,2,3,,,7,7
652,37,No,Non-Travel,1252,,19,2,,1,904,1,Male,,3,3,Sales Executive,2,Single,7642,,1,Y,,13,,,,0,10,,,10,0,0,
653,50,No,Non-Travel,,Research & Development,2,4,,1,905,1,Male,98,3,4,Manager,1,Divorced,,4544,1,Y,No,11,3,4,80,1,31,,3,31,6,14,7
654,39,No,Travel_Rarely,1383,Human Resources,2,,Life Sciences,1,909,4,,,2,,Human Resources,,Married,5204,7790,8,Y,No,11,3,,80,2,13,2,3,5,4,0,
655,33,No,Travel_Rarely,1075,Human Resources,,2,Human Resources,1,,,,57,3,1,Human Resources,2,Divorced,,22650,,Y,Yes,,,3,80,1,7,4,4,4,3,0,3
656,32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,,1,Male,87,3,,Laboratory Technician,4,Single,2795,,1,Y,,24,,3,80,0,,,,1,0,0,1
657,29,No,Travel_Rarely,1086,Research & Development,7,,Medical,1,912,1,Female,,2,1,Laboratory Technician,4,,2532,6054,6,,No,14,3,,,3,8,5,,,,,3
658,,No,,661,Research & Development,9,2,Life Sciences,1,913,2,Male,,3,1,Research Scientist,,,,7508,1,,Yes,13,3,4,80,0,8,0,3,8,,7,1
659,28,No,Travel_Rarely,821,Sales,5,4,,1,916,,Male,98,3,2,,4,Single,4908,24252,,Y,No,14,3,2,80,0,4,3,,4,2,,2
660,58,Yes,Travel_Frequently,,Research & Development,,1,Life Sciences,1,918,4,Male,57,,1,Laboratory Technician,4,Divorced,2380,13384,9,Y,Yes,14,3,4,80,,3,,2,1,0,0,0
661,43,No,Travel_Rarely,177,,8,3,,1,920,1,Female,,3,2,Manufacturing Director,2,Divorced,4765,23814,4,Y,,21,4,3,80,1,4,2,4,1,0,0,0
662,20,Yes,Travel_Rarely,,Sales,2,3,Medical,,922,,Female,49,2,1,Sales Representative,3,Single,,22052,1,Y,,13,3,,,0,2,3,2,,2,0,2
663,21,Yes,Travel_Rarely,,Research & Development,18,1,Other,,923,4,Female,65,3,1,,4,Single,2693,8870,1,Y,No,19,3,1,,0,1,,2,1,,0,0
664,36,No,,1425,Research & Development,14,1,Life Sciences,1,924,3,Male,68,,2,Healthcare Representative,4,Married,6586,4821,0,,Yes,17,3,1,80,1,17,2,2,16,8,4,11
665,47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,,925,,Female,65,,,Sales Representative,4,,3294,13137,,Y,Yes,,,1,80,,3,3,2,3,2,1,2
666,22,Yes,Travel_Rarely,617,Research & Development,3,,Life Sciences,1,926,2,Female,34,3,2,,3,Married,4171,,,Y,,19,3,1,80,1,4,3,4,3,2,0,
667,,Yes,Travel_Rarely,1085,Research & Development,2,4,,1,927,2,,,1,1,Laboratory Technician,4,Divorced,2778,17725,4,,,,3,3,,1,,1,2,7,7,1,0
668,28,No,Travel_Rarely,995,Research & Development,9,3,Medical,,,3,Female,77,3,1,,,Divorced,2377,9834,,Y,No,18,3,2,80,1,6,2,3,2,,2,
669,39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,,4,Male,70,3,1,Laboratory Technician,,,2404,4303,7,Y,Yes,21,4,,80,0,8,2,1,2,2,2,2
670,27,No,Travel_Rarely,,Research & Development,4,3,Life Sciences,1,933,2,Female,76,,,Research Scientist,,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,,1,,0,0
671,34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934,2,,83,3,1,,2,,2008,6896,1,Y,,14,,2,80,2,1,3,3,,,1,0
672,42,No,Travel_Rarely,462,Sales,,2,Medical,1,936,3,Female,,,2,Sales Executive,3,,6244,,7,Y,No,17,3,1,80,0,,6,3,5,4,0,
673,33,No,Travel_Rarely,1198,Research & Development,,4,Other,1,939,,Male,100,2,1,,1,Single,2799,3339,3,Y,Yes,,3,2,80,,6,1,3,3,2,0,2
674,58,No,Travel_Rarely,1272,Research & Development,5,3,,1,,3,Female,37,2,3,Healthcare Representative,,Divorced,10552,9255,2,Y,Yes,13,3,4,80,1,24,3,3,6,,0,4
675,31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,,,Male,41,2,1,Sales Representative,3,Married,2329,11737,,Y,No,,,2,80,0,13,,,7,7,5,2
676,,No,Travel_Rarely,1137,Research & Development,21,1,,1,,4,Female,51,,2,Healthcare Representative,,Married,,19170,1,Y,Yes,,4,4,80,1,10,,1,10,,0,7
677,49,No,Travel_Rarely,527,Research & Development,8,2,,1,944,1,Female,51,3,3,Laboratory Technician,,Married,7403,22477,4,Y,No,11,3,3,80,1,29,3,2,,9,,7
678,48,No,Travel_Rarely,1469,Research & Development,20,,Medical,,,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,,Y,No,17,3,1,,,13,,,0,0,,0
679,31,No,Non-Travel,1188,Sales,,2,Marketing,,947,4,Female,,3,2,Sales Executive,3,Married,6932,24406,1,Y,,13,3,4,80,1,9,,2,9,8,0,0
680,36,No,,188,Research & Development,7,4,Other,1,949,2,,65,3,1,Research Scientist,4,,4678,,2,Y,,18,3,3,80,0,8,,3,,2,0,1
681,,No,Travel_Rarely,,Research & Development,1,,,1,950,,Female,80,3,3,Research Director,1,Married,13582,,1,,No,13,3,2,,1,,3,3,15,12,,
682,32,No,,1184,,,3,Life Sciences,1,951,,Female,70,2,1,Laboratory Technician,2,Married,2332,3974,6,Y,No,,4,3,,,5,3,,3,0,0,2
683,25,Yes,Travel_Rarely,,Sales,19,2,Marketing,1,,3,,36,2,1,Sales Representative,2,Married,2413,,,Y,Yes,18,3,,80,,1,2,,,0,,0
684,,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,,Divorced,9705,20652,2,Y,,12,3,2,80,1,,,2,1,0,0,0
685,26,No,Travel_Frequently,,Sales,1,3,Medical,1,956,3,Male,,2,2,,1,Single,4294,,,Y,No,12,3,2,80,0,7,2,,7,7,0,7
